code_commune_insee,nb_maisons_total,1945-1975_moyen,pre1945_faible,1945-1975_faible,pre1945_nul,post2020_faible,1976-2020_nul,post2020_moyen,pre1945_fort,1976-2020_faible,1976-2020_moyen,1976-2020_fort,1945-1975_fort,pre1945_moyen,1945-1975_nul,post2020_nul,unk_fort,post2020_fort,unk_faible,unk_moyen,unk_nul,nb_maisons_exposition_rga,pct_exposition_rga
47060,468,34,0,0,1,0,0,10,22,0,201,27,3,169,0,0,0,0,0,1,0,467,0.9978632478632479
47061,333,14,0,0,0,0,0,20,2,0,170,0,0,127,0,0,0,0,0,0,0,333,1.0
47062,228,13,0,0,0,0,0,4,69,0,55,45,11,30,0,0,0,1,0,0,0,228,1.0
47063,106,0,0,0,2,0,0,0,65,0,1,28,9,1,0,0,0,0,0,0,0,104,0.9811320754716981
47064,134,1,0,0,0,0,0,0,77,0,2,43,6,4,0,0,0,1,0,0,0,134,1.0
47065,1229,107,0,0,5,0,2,8,187,0,203,205,36,459,0,1,0,12,0,4,0,1221,0.9934906427990235
47066,399,1,0,0,2,0,0,0,213,0,5,123,31,19,2,0,0,2,0,1,0,395,0.9899749373433584
47067,192,3,0,0,0,0,0,2,65,0,20,54,15,31,0,0,0,2,0,0,0,192,1.0
47068,556,13,0,0,2,0,1,7,151,0,81,127,32,127,0,0,1,14,0,0,0,553,0.9946043165467626
47069,1219,173,0,0,0,0,0,3,159,0,213,279,122,261,0,0,0,8,0,1,0,1219,1.0
47070,439,115,0,0,1,0,1,6,25,0,152,41,39,57,1,0,0,0,0,1,0,436,0.9931662870159453
47071,136,0,0,0,1,0,0,0,81,0,0,37,16,0,0,0,0,1,0,0,0,135,0.9926470588235294
47072,79,0,0,0,3,0,2,0,44,0,3,20,5,1,0,1,0,0,0,0,0,73,0.9240506329113924
47073,121,0,0,0,3,0,0,0,72,0,3,29,4,9,0,0,0,1,0,0,0,118,0.9752066115702479
47074,195,9,0,0,9,0,1,1,0,0,6,0,0,166,1,1,0,0,0,1,0,183,0.9384615384615385
47075,471,38,0,0,1,0,1,6,70,0,164,109,20,56,0,0,0,6,0,0,0,469,0.9957537154989384
47076,136,1,0,0,0,0,0,0,59,0,9,44,3,19,0,0,0,1,0,0,0,136,1.0
47077,477,30,0,0,12,0,6,3,48,0,154,28,17,178,0,0,0,0,0,1,0,459,0.9622641509433962
47078,600,63,0,0,7,0,4,14,15,0,135,26,13,318,1,0,0,1,0,3,0,588,0.98
47079,265,4,0,0,0,0,0,0,95,0,1,129,28,2,1,0,1,4,0,0,0,264,0.9962264150943396
47080,99,3,0,0,0,0,0,3,21,0,24,19,6,23,0,0,0,0,0,0,0,99,1.0
47081,359,3,0,0,1,0,1,1,129,0,46,113,27,31,0,0,0,7,0,0,0,357,0.9944289693593314
47082,139,1,0,0,3,0,1,0,89,0,4,32,5,1,0,0,0,3,0,0,0,135,0.9712230215827338
47083,60,0,0,0,0,0,0,0,36,0,0,19,4,0,0,0,0,1,0,0,0,60,1.0
47084,181,0,0,0,0,0,0,0,88,0,9,59,16,6,0,0,0,3,0,0,0,181,1.0
47085,176,0,0,0,16,0,11,0,79,0,0,44,19,2,3,0,0,2,0,0,0,146,0.8295454545454546
47086,714,11,0,0,2,0,0,3,349,0,28,193,75,42,0,1,3,7,0,0,0,711,0.9957983193277311
47087,85,1,0,0,35,0,12,0,16,0,1,3,1,10,5,1,0,0,0,0,0,32,0.3764705882352941
47088,299,0,0,0,1,0,0,0,107,0,0,138,30,0,0,0,0,23,0,0,0,298,0.9966555183946488
47089,96,0,0,0,1,0,0,0,67,0,0,18,10,0,0,0,0,0,0,0,0,95,0.9895833333333334
47090,181,0,0,0,0,0,1,0,90,0,6,60,19,2,0,0,2,1,0,0,0,180,0.994475138121547
47091,1033,181,0,0,0,0,1,148,23,0,539,63,25,48,0,0,0,4,0,1,0,1032,0.9990319457889641
47092,167,1,0,0,0,0,1,1,40,0,17,89,9,6,0,0,0,3,0,0,0,166,0.9940119760479041
47093,220,5,0,0,1,0,0,1,74,0,36,30,11,61,0,0,0,1,0,0,0,219,0.9954545454545455
47094,355,63,0,0,1,0,0,12,0,0,168,0,0,111,0,0,0,0,0,0,0,354,0.9971830985915493
47095,409,80,0,0,2,0,0,2,6,0,149,21,3,144,0,0,0,1,0,1,0,407,0.9951100244498777
47096,119,0,0,0,1,0,0,0,70,0,0,41,4,0,0,0,1,2,0,0,0,118,0.9915966386554622
47097,444,27,0,0,1,0,0,3,106,0,56,81,31,130,0,0,0,9,0,0,0,443,0.9977477477477478
47098,168,0,0,0,1,0,0,0,87,0,0,72,6,1,0,0,0,1,0,0,0,167,0.9940476190476191
47099,313,49,0,0,0,0,0,8,10,0,119,8,1,116,0,0,0,0,0,2,0,313,1.0
47100,2023,1,0,0,0,0,6,0,258,0,4,1378,335,1,1,0,2,37,0,0,0,2016,0.9965397923875432
47101,581,127,0,0,0,0,1,9,7,0,272,1,0,162,2,0,0,0,0,0,0,578,0.9948364888123924
47102,328,0,0,0,1,0,0,0,137,0,0,146,28,7,1,1,0,7,0,0,0,325,0.9908536585365854
47103,130,3,0,0,1,0,0,0,79,0,3,23,1,19,0,0,0,1,0,0,0,129,0.9923076923076923
47104,140,0,0,0,0,0,1,0,74,0,0,44,14,0,0,0,0,7,0,0,0,139,0.9928571428571429
47105,160,7,0,0,2,0,1,3,59,0,30,27,8,18,2,0,0,3,0,0,0,155,0.96875
47106,2287,471,0,0,118,0,46,13,235,0,430,150,197,595,18,0,0,2,0,11,1,2104,0.9199825098382161
47107,165,0,0,0,0,0,0,0,98,0,0,47,6,10,0,0,0,4,0,0,0,165,1.0
47108,108,23,0,0,1,0,1,0,0,0,11,0,0,71,1,0,0,0,0,0,0,105,0.9722222222222222
47109,182,7,1,0,13,0,2,7,24,0,40,3,1,82,2,0,0,0,0,0,0,165,0.9065934065934066
47110,783,34,0,0,5,0,3,3,269,0,69,232,63,91,0,0,4,10,0,0,0,775,0.9897828863346104
47111,291,33,0,0,1,0,0,3,0,0,123,0,0,131,0,0,0,0,0,0,0,290,0.9965635738831615
47112,222,0,0,0,1,0,1,0,126,0,1,73,17,1,0,0,0,2,0,0,0,220,0.990990990990991
47113,85,1,0,0,0,0,0,0,49,0,3,27,3,0,0,0,0,2,0,0,0,85,1.0
47114,193,2,0,0,0,0,0,3,59,0,13,76,7,21,0,0,0,12,0,0,0,193,1.0
47115,132,3,0,0,0,0,0,0,52,0,14,40,11,8,0,1,0,3,0,0,0,131,0.9924242424242424
47117,484,8,0,0,0,0,0,23,143,0,157,93,9,48,0,0,0,3,0,0,0,484,1.0
47118,79,0,0,0,0,0,0,0,37,0,0,38,2,0,0,0,1,1,0,0,0,79,1.0
47119,366,6,0,0,95,0,31,0,104,0,2,41,59,1,18,2,0,6,0,0,1,219,0.5983606557377049
47120,59,5,0,0,0,0,0,0,0,0,3,0,0,51,0,0,0,0,0,0,0,59,1.0
47121,158,0,0,0,1,0,1,0,67,0,0,62,22,4,0,0,0,1,0,0,0,156,0.9873417721518988
47122,94,0,0,0,0,0,0,0,49,0,0,35,10,0,0,0,0,0,0,0,0,94,1.0
47123,296,15,0,0,44,0,11,2,29,0,83,18,4,86,3,0,0,0,0,0,1,237,0.8006756756756757
47124,117,3,0,0,1,0,0,0,16,0,36,14,3,44,0,0,0,0,0,0,0,116,0.9914529914529915
47125,178,0,0,0,0,0,0,0,113,0,1,48,9,1,0,0,1,5,0,0,0,178,1.0
47126,49,0,0,0,0,0,0,0,33,0,0,14,1,0,0,0,0,1,0,0,0,49,1.0
47127,376,49,0,0,0,0,0,2,4,0,128,0,0,192,0,0,0,0,0,1,0,376,1.0
47128,413,35,0,0,2,0,2,4,8,0,214,47,12,85,0,0,0,3,0,1,0,409,0.9903147699757869
47129,127,0,0,0,1,0,0,0,57,0,0,59,6,1,0,0,0,3,0,0,0,126,0.9921259842519685
47130,183,13,0,0,3,0,0,3,12,0,47,0,0,104,0,0,0,1,0,0,0,180,0.9836065573770492
47131,309,0,0,0,1,0,0,0,103,0,6,175,10,4,0,0,0,10,0,0,0,308,0.9967637540453075
47132,133,0,0,0,1,0,1,0,73,0,0,51,6,0,0,0,0,1,0,0,0,131,0.9849624060150376
47133,274,0,0,0,0,0,0,0,176,0,0,73,19,2,0,0,1,3,0,0,0,274,1.0
47134,244,4,0,0,7,0,3,0,136,0,8,38,14,34,0,0,0,0,0,0,0,234,0.9590163934426229
47135,228,11,0,0,1,0,0,7,60,0,42,40,19,48,0,0,0,0,0,0,0,227,0.9956140350877193
47136,86,0,0,0,0,0,0,0,53,0,0,27,6,0,0,0,0,0,0,0,0,86,1.0
47137,608,0,0,0,1,0,0,0,271,0,3,249,70,1,0,0,2,11,0,0,0,607,0.9983552631578947
47138,785,72,0,0,2,0,1,17,157,0,283,102,13,135,0,0,0,2,0,1,0,782,0.9961783439490446
47139,47,0,0,0,0,0,0,0,34,0,0,8,2,0,0,0,0,3,0,0,0,47,1.0
47140,337,0,0,0,0,0,1,0,170,0,0,140,17,1,0,0,2,6,0,0,0,336,0.9970326409495549
47141,176,9,0,0,1,0,0,2,48,0,32,26,7,50,0,0,0,1,0,0,0,175,0.9943181818181818
47142,517,1,0,0,0,0,0,0,291,0,0,114,97,3,0,0,2,9,0,0,0,517,1.0
47143,1135,35,0,0,13,0,2,1,392,0,68,303,158,149,1,0,1,12,0,0,0,1119,0.9859030837004406
47144,324,0,0,0,2,0,0,0,122,0,0,113,83,0,0,0,0,4,0,0,0,322,0.9938271604938271
47145,1550,106,0,0,3,0,2,20,183,0,194,496,120,388,1,1,3,31,0,2,0,1543,0.9954838709677419
47146,610,16,0,0,1,0,0,2,104,0,80,335,40,26,0,0,0,6,0,0,0,609,0.9983606557377049
47147,402,4,0,0,0,0,0,0,202,0,7,117,50,11,0,0,0,11,0,0,0,402,1.0
47148,108,0,0,0,0,0,3,0,57,0,1,34,10,2,1,0,0,0,0,0,0,104,0.9629629629629629
47150,168,16,0,0,0,0,0,6,11,0,79,8,2,46,0,0,0,0,0,0,0,168,1.0
47151,277,0,0,0,0,0,2,0,155,0,0,86,20,11,0,0,0,3,0,0,0,275,0.9927797833935018
47152,259,0,0,0,3,0,0,0,153,0,0,88,14,0,0,0,0,1,0,0,0,256,0.9884169884169884
47154,163,0,0,0,0,0,0,0,75,0,0,77,9,0,0,0,0,2,0,0,0,163,1.0
47155,295,1,0,0,0,0,0,0,154,0,2,123,11,1,0,0,0,3,0,0,0,295,1.0
47156,393,22,0,0,1,0,0,10,54,0,156,38,8,101,0,0,2,1,0,0,0,392,0.9974554707379135
47157,6214,1512,0,0,12,0,3,75,250,0,1465,673,259,1923,3,1,0,12,0,26,0,6195,0.9969423881557773
47158,69,0,0,0,0,0,0,0,30,0,0,34,2,0,0,0,0,3,0,0,0,69,1.0
47159,655,68,0,0,2,0,4,11,14,0,186,18,3,347,0,0,0,1,0,1,0,649,0.9908396946564886
47160,115,0,0,0,8,0,9,0,42,0,2,41,1,10,1,0,0,1,0,0,0,97,0.8434782608695652
47161,68,2,0,0,2,0,1,1,30,0,6,19,2,4,0,0,0,1,0,0,0,65,0.9558823529411765
47162,109,1,0,0,35,0,32,0,21,0,1,10,0,5,4,0,0,0,0,0,0,38,0.3486238532110092
47163,283,0,0,0,0,0,0,0,122,0,0,141,8,1,0,0,0,11,0,0,0,283,1.0
47164,89,0,0,0,1,0,0,0,68,0,0,13,6,0,0,0,0,1,0,0,0,88,0.9887640449438202
47165,627,38,0,0,3,0,0,16,76,0,140,48,12,292,0,0,0,1,0,1,0,624,0.9952153110047847
47167,780,6,0,0,10,0,7,0,428,0,31,122,58,109,6,0,2,1,0,0,0,757,0.9705128205128205
47168,1483,0,0,0,1,0,2,0,514,0,0,354,589,2,0,0,2,19,0,0,0,1480,0.9979770734996628
47169,531,2,0,0,0,0,0,0,98,0,23,314,68,2,0,0,0,24,0,0,0,531,1.0
47170,393,0,0,0,3,0,0,0,258,0,0,103,26,0,0,0,0,3,0,0,0,390,0.9923664122137404
47171,209,17,0,0,2,0,0,2,55,0,59,25,2,44,0,0,2,1,0,0,0,207,0.9904306220095693
47172,276,0,0,0,1,0,0,0,128,0,0,126,18,0,0,0,0,3,0,0,0,275,0.9963768115942029
47173,460,1,0,0,1,0,1,0,261,0,3,109,55,24,0,0,1,4,0,0,0,458,0.9956521739130435
47174,467,3,0,0,9,0,3,0,271,0,13,89,15,56,0,1,0,6,0,1,0,454,0.9721627408993576
47175,1369,128,0,0,6,0,2,7,328,0,344,95,61,390,0,1,2,5,0,0,0,1360,0.9934258582907232
47176,103,0,0,0,3,0,0,0,39,0,2,28,7,14,1,0,0,9,0,0,0,99,0.9611650485436893
47177,106,11,0,0,2,0,0,2,0,0,8,0,0,83,0,0,0,0,0,0,0,104,0.9811320754716981
47178,201,2,0,0,1,0,0,0,51,0,13,82,29,20,0,0,0,3,0,0,0,200,0.9950248756218906
47179,926,293,0,0,32,0,0,14,48,0,198,35,57,239,5,0,0,2,0,3,0,889,0.9600431965442765
47180,293,3,0,0,2,0,0,2,143,0,24,97,15,1,0,0,2,4,0,0,0,291,0.9931740614334471
47181,192,2,0,0,0,0,0,1,46,0,32,22,3,85,0,0,0,1,0,0,0,192,1.0
47182,157,0,0,0,0,0,0,0,88,0,0,48,19,0,0,0,0,2,0,0,0,157,1.0
47183,138,0,0,0,0,0,0,0,84,0,0,35,17,0,0,0,0,2,0,0,0,138,1.0
47184,169,0,0,0,3,0,1,0,104,0,0,45,15,0,0,0,0,1,0,0,0,165,0.9763313609467456
47185,1428,260,0,0,18,0,24,3,142,0,264,294,295,88,26,1,2,11,0,0,0,1359,0.9516806722689075
47186,363,21,0,0,0,0,0,4,68,0,41,80,23,117,0,0,0,9,0,0,0,363,1.0
47187,160,2,0,0,1,0,0,0,74,0,0,61,18,1,0,0,0,3,0,0,0,159,0.99375
47188,185,0,0,0,0,0,0,0,100,0,0,47,33,0,0,0,0,5,0,0,0,185,1.0
47189,78,0,0,0,2,0,0,0,37,0,0,33,5,0,0,0,0,1,0,0,0,76,0.9743589743589743
47190,314,1,0,0,1,0,1,0,172,0,7,85,17,25,0,1,0,4,0,0,0,311,0.9904458598726115
47191,357,9,0,0,0,0,0,9,24,0,167,39,7,102,0,0,0,0,0,0,0,357,1.0
47192,48,0,0,0,0,0,0,0,36,0,0,7,5,0,0,0,0,0,0,0,0,48,1.0
47193,107,0,0,0,2,0,0,0,57,0,0,38,8,0,0,0,1,1,0,0,0,105,0.9813084112149533
47194,172,6,0,0,0,0,0,0,76,0,13,47,18,10,0,0,0,2,0,0,0,172,1.0
47195,3192,170,0,0,5,0,2,11,996,0,238,768,480,460,1,0,7,50,0,4,0,3184,0.9974937343358395
47196,117,3,0,0,1,0,1,0,77,0,0,3,31,1,0,0,0,0,0,0,0,115,0.9829059829059829
47197,116,0,0,0,0,0,0,0,51,0,5,32,6,17,0,0,0,5,0,0,0,116,1.0
47198,150,0,0,0,1,0,1,0,48,0,0,88,8,0,0,0,0,4,0,0,0,148,0.9866666666666667
47199,194,2,0,0,0,0,0,0,117,0,4,43,9,18,0,0,0,1,0,0,0,194,1.0
47200,81,0,0,0,2,0,1,0,50,0,1,22,4,0,1,0,0,0,0,0,0,77,0.9506172839506173
47201,3543,1375,0,0,1,0,6,34,13,0,1399,108,17,581,2,0,0,1,0,6,0,3534,0.9974597798475868
47202,191,2,1,0,7,0,4,0,50,1,35,20,3,66,0,1,0,0,0,1,0,179,0.93717277486911
47203,1223,12,0,0,4,0,2,0,490,0,35,393,207,58,1,2,1,18,0,0,0,1214,0.9926410466067048
47204,146,0,0,0,0,0,0,0,50,0,0,68,21,0,0,0,0,7,0,0,0,146,1.0
47205,126,2,0,0,23,0,3,0,18,0,40,7,1,31,0,1,0,0,0,0,0,99,0.7857142857142857
47206,295,13,0,0,0,0,0,2,107,0,36,75,31,26,0,0,3,2,0,0,0,295,1.0
47207,114,0,0,0,5,0,10,0,32,0,11,44,7,4,0,0,0,1,0,0,0,99,0.868421052631579
47208,94,0,0,0,19,0,7,0,30,0,3,25,5,2,2,0,0,1,0,0,0,66,0.7021276595744681
47209,1736,42,0,0,0,0,0,0,159,0,137,1092,263,8,1,0,3,31,0,0,0,1735,0.9994239631336406
47210,767,14,0,0,6,0,1,0,339,0,8,194,138,61,0,0,0,6,0,0,0,760,0.9908735332464146
47211,178,1,0,0,5,0,1,0,131,0,0,31,7,2,0,0,0,0,0,0,0,172,0.9662921348314607
47212,158,2,0,0,0,0,0,0,62,0,1,72,2,6,0,0,0,13,0,0,0,158,1.0
47213,491,0,0,0,1,0,0,0,262,0,0,179,35,1,0,0,3,10,0,0,0,490,0.9979633401221996
47214,371,21,0,0,1,0,0,2,33,0,119,7,4,182,0,0,0,1,0,1,0,370,0.9973045822102425
47215,1769,80,0,0,4,0,1,1,186,0,299,543,593,41,0,0,3,18,0,0,0,1764,0.9971735443753533
47216,300,0,0,0,2,0,0,0,160,0,0,100,28,0,0,0,0,10,0,0,0,298,0.9933333333333333
47217,462,1,0,0,0,0,0,0,263,0,1,139,33,19,0,0,1,5,0,0,0,462,1.0
47218,140,0,0,0,1,0,1,0,50,0,0,69,18,0,0,0,0,1,0,0,0,138,0.9857142857142858
47219,108,0,0,0,0,0,0,0,51,0,0,45,7,0,0,0,0,5,0,0,0,108,1.0
47220,149,2,0,0,0,0,0,1,29,0,27,44,4,41,0,0,0,1,0,0,0,149,1.0
47221,363,2,0,0,92,0,61,0,101,0,4,53,12,11,20,5,1,0,0,0,1,184,0.5068870523415978
47222,276,0,0,0,3,0,6,2,65,0,22,135,7,14,0,0,0,22,0,0,0,267,0.967391304347826
47223,139,0,0,0,1,0,0,0,79,0,0,43,11,4,1,0,0,0,0,0,0,137,0.9856115107913669
47224,117,0,0,0,14,0,7,0,69,0,0,24,2,0,0,0,0,1,0,0,0,96,0.8205128205128205
47225,904,93,0,0,0,0,0,24,9,0,614,88,13,60,1,0,0,2,0,0,0,903,0.9988938053097345
47226,309,0,0,0,0,0,1,0,85,0,0,132,86,1,0,0,0,4,0,0,0,308,0.9967637540453075
47227,91,0,0,0,2,0,1,0,56,0,0,24,5,0,0,0,0,3,0,0,0,88,0.967032967032967
47228,351,29,0,0,0,0,0,6,32,0,136,34,13,99,1,1,0,0,0,0,0,349,0.9943019943019943
47229,136,2,0,0,1,0,0,1,64,0,11,38,2,17,0,0,0,0,0,0,0,135,0.9926470588235294
47230,215,7,0,0,0,0,0,1,68,0,24,57,17,37,0,0,0,4,0,0,0,215,1.0
47231,102,0,0,0,0,0,1,0,41,0,0,46,6,0,0,0,0,8,0,0,0,101,0.9901960784313726
47232,322,0,0,0,1,0,0,0,193,0,0,84,36,0,0,0,0,8,0,0,0,321,0.9968944099378882
47233,1366,212,0,0,27,0,1,31,130,0,454,156,47,299,3,1,0,2,0,2,1,1333,0.9758418740849195
47234,285,1,0,0,0,0,0,1,81,0,9,163,15,8,1,0,0,6,0,0,0,284,0.9964912280701754
47235,280,3,0,0,0,0,0,0,135,0,0,78,62,0,0,0,0,2,0,0,0,280,1.0
47236,58,0,0,0,0,0,0,0,38,0,0,18,1,0,0,0,0,1,0,0,0,58,1.0
47237,255,4,0,0,1,0,0,3,95,0,54,62,5,29,1,0,0,1,0,0,0,253,0.9921568627450981
47238,728,45,0,0,0,0,0,21,90,0,166,248,32,99,0,0,0,26,0,1,0,728,1.0
47239,394,54,0,0,0,0,0,4,11,0,201,13,2,108,0,0,0,0,0,1,0,394,1.0
47240,175,3,0,0,1,0,0,3,43,0,29,40,8,46,0,0,0,2,0,0,0,174,0.9942857142857143
47241,421,6,0,0,7,0,1,6,132,0,88,48,11,119,1,0,0,1,0,1,0,412,0.9786223277909739
47242,335,18,0,0,12,0,6,1,77,0,33,50,35,102,1,0,0,0,0,0,0,316,0.9432835820895522
47244,164,5,0,0,0,0,0,2,53,0,27,48,7,18,0,0,1,3,0,0,0,164,1.0
47245,46,0,0,0,0,0,0,0,26,0,0,15,2,2,0,0,0,1,0,0,0,46,1.0
47246,693,41,0,0,1,0,0,2,112,0,66,246,36,170,1,0,0,17,0,1,0,691,0.9971139971139971
47247,144,5,0,0,0,0,0,1,71,0,7,27,17,14,0,0,0,2,0,0,0,144,1.0
47248,245,2,0,0,0,0,0,0,70,0,3,118,30,19,0,1,0,2,0,0,0,244,0.9959183673469387
47249,201,33,0,0,0,0,0,0,0,0,27,0,0,141,0,0,0,0,0,0,0,201,1.0
47250,83,7,0,0,0,0,0,1,0,0,16,0,0,59,0,0,0,0,0,0,0,83,1.0
47251,161,2,0,0,0,0,0,0,61,0,8,70,11,3,0,0,0,6,0,0,0,161,1.0
47252,2627,724,0,0,2,0,0,51,47,0,950,179,49,619,0,0,0,0,0,6,0,2625,0.9992386752950133
47253,295,7,0,0,1,0,0,11,33,0,97,60,2,81,0,0,0,3,0,0,0,294,0.9966101694915255
47254,165,0,0,0,24,0,13,1,78,0,1,37,3,6,1,0,0,1,0,0,0,127,0.7696969696969697
47255,89,0,0,0,0,0,0,0,60,0,6,17,4,1,0,0,1,0,0,0,0,89,1.0
47256,74,1,0,0,1,0,0,0,42,0,4,14,4,7,0,0,0,1,0,0,0,73,0.9864864864864865
47257,264,16,0,0,1,0,0,5,32,0,77,69,6,53,0,0,1,4,0,0,0,263,0.9962121212121212
47258,193,5,0,0,42,0,24,1,66,0,12,15,7,11,9,0,0,1,0,0,0,118,0.6113989637305699
47259,57,0,0,0,1,0,0,0,35,0,0,12,7,0,0,0,0,2,0,0,0,56,0.9824561403508771
47260,302,0,0,0,1,0,0,0,194,0,3,76,15,8,0,0,0,5,0,0,0,301,0.9966887417218543
47262,182,22,0,0,0,0,0,3,0,0,65,0,0,92,0,0,0,0,0,0,0,182,1.0
47263,270,22,0,0,0,0,1,1,39,0,105,35,26,37,0,0,0,4,0,0,0,269,0.9962962962962963
47264,677,0,0,0,0,0,1,0,80,0,0,198,379,0,1,1,3,14,0,0,0,674,0.9955686853766618
47265,219,0,0,0,1,0,0,0,142,0,0,64,11,0,0,0,0,1,0,0,0,218,0.9954337899543378
47266,127,1,0,0,2,0,1,0,61,0,8,17,12,25,0,0,0,0,0,0,0,124,0.9763779527559056
47267,146,2,0,0,1,0,1,1,53,0,27,32,10,18,0,0,1,0,0,0,0,144,0.9863013698630136
47269,399,2,0,0,0,0,0,0,125,0,12,197,31,20,0,0,0,12,0,0,0,399,1.0
47271,173,8,0,0,0,0,0,3,48,0,25,45,7,35,0,0,0,2,0,0,0,173,1.0
47272,125,1,0,0,1,0,0,0,66,0,4,37,11,3,0,0,1,1,0,0,0,124,0.992
47273,90,1,0,0,0,0,0,0,51,0,3,23,4,4,0,0,0,4,0,0,0,90,1.0
47274,204,1,0,0,0,0,0,1,75,0,3,89,19,14,0,0,0,2,0,0,0,204,1.0
47275,112,0,0,0,0,0,0,0,65,0,0,40,4,0,0,0,0,3,0,0,0,112,1.0
47276,167,1,0,0,1,0,1,0,71,0,9,46,7,24,1,0,0,6,0,0,0,164,0.9820359281437125
47277,156,3,0,0,0,0,0,0,63,0,18,21,6,45,0,0,0,0,0,0,0,156,1.0
47278,279,1,0,0,1,0,0,0,154,0,8,93,11,8,0,0,1,2,0,0,0,278,0.996415770609319
47279,181,6,0,0,1,0,0,2,0,0,66,0,0,106,0,0,0,0,0,0,0,180,0.994475138121547
47280,1133,298,0,0,0,0,0,36,57,0,493,36,14,196,0,0,0,1,0,2,0,1133,1.0
47281,114,0,0,0,0,0,0,0,52,0,0,53,5,0,0,0,0,4,0,0,0,114,1.0
47282,111,0,0,0,1,0,0,0,61,0,1,39,7,1,0,0,0,1,0,0,0,110,0.990990990990991
47283,551,185,0,0,0,0,0,2,34,0,115,75,40,93,0,0,0,5,0,2,0,551,1.0
47284,177,12,4,0,1,0,2,0,24,0,26,19,7,82,0,0,0,0,0,0,0,174,0.9830508474576272
47285,372,8,0,0,1,0,1,2,111,0,70,77,19,72,1,0,0,9,0,0,1,368,0.989247311827957
47286,51,1,0,0,7,0,1,0,22,0,0,16,0,1,1,0,0,2,0,0,0,42,0.8235294117647058
47287,115,0,0,0,0,0,0,0,50,0,0,56,7,0,0,0,1,1,0,0,0,115,1.0
47288,245,0,0,0,1,0,0,4,91,0,19,93,17,15,0,0,0,5,0,0,0,244,0.9959183673469387
47289,229,0,0,0,3,0,0,0,87,0,0,122,11,1,0,0,0,5,0,0,0,226,0.9868995633187773
47290,304,18,0,0,1,0,0,2,51,0,36,78,23,93,0,0,0,2,0,0,0,303,0.9967105263157895
47291,303,25,0,0,0,0,1,6,39,0,132,20,3,77,0,0,0,0,0,0,0,302,0.9966996699669967
47292,398,43,0,0,23,0,2,0,34,0,66,20,12,197,1,0,0,0,0,0,0,372,0.9346733668341709
47293,189,12,0,0,0,0,2,0,0,0,63,0,0,112,0,0,0,0,0,0,0,187,0.9894179894179894
47294,139,0,0,0,0,0,0,0,82,0,1,43,9,3,0,0,0,1,0,0,0,139,1.0
47295,166,2,0,0,0,0,0,0,28,0,38,28,3,65,0,0,0,2,0,0,0,166,1.0
47296,122,0,0,0,0,0,0,1,80,0,0,23,17,0,0,0,0,1,0,0,0,122,1.0
47297,85,3,0,0,0,0,0,0,24,0,14,7,2,33,0,0,0,2,0,0,0,85,1.0
47298,113,12,0,0,1,0,0,0,0,0,12,0,0,88,0,0,0,0,0,0,0,112,0.9911504424778761
47299,119,0,0,0,0,0,0,0,66,0,0,33,18,0,0,0,0,2,0,0,0,119,1.0
47300,511,83,0,0,0,0,0,23,8,0,226,7,1,162,0,1,0,0,0,0,0,510,0.9980430528375733
47301,495,0,0,0,1,0,0,0,212,0,0,193,85,0,1,0,1,2,0,0,0,493,0.9959595959595959
47302,474,1,0,0,75,0,35,0,271,0,7,39,22,6,15,1,1,1,0,0,0,348,0.7341772151898734
47303,150,0,0,0,3,0,0,1,90,0,3,38,9,4,0,0,0,2,0,0,0,147,0.98
47304,36,6,0,0,1,0,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,35,0.9722222222222222
47305,199,1,0,0,0,0,0,0,107,0,6,74,5,2,0,0,0,4,0,0,0,199,1.0
47306,569,85,0,0,2,0,0,39,39,0,213,19,6,164,0,0,0,2,0,0,0,567,0.9964850615114236
47307,131,0,0,0,0,0,0,0,65,0,0,51,9,0,0,0,0,6,0,0,0,131,1.0
47308,117,22,0,0,0,0,0,1,0,0,27,0,0,67,0,0,0,0,0,0,0,117,1.0
47309,255,0,0,0,6,0,0,0,133,0,0,79,36,0,0,0,0,1,0,0,0,249,0.9764705882352941
47310,3741,865,0,0,48,0,6,12,397,0,554,621,161,1027,9,1,2,31,0,7,0,3677,0.9828922747928361
47311,77,0,0,0,1,0,3,0,41,0,1,22,7,1,0,0,0,1,0,0,0,73,0.948051948051948
47312,400,0,0,0,9,0,5,0,218,0,1,91,67,2,0,0,2,5,0,0,0,386,0.965
47313,83,0,0,0,0,0,0,0,45,0,0,31,6,0,1,0,0,0,0,0,0,82,0.9879518072289156
47314,192,9,0,0,0,0,0,0,51,0,34,58,6,33,0,0,0,1,0,0,0,192,1.0
47315,433,56,0,0,1,0,0,3,83,0,97,33,19,140,0,0,0,1,0,0,0,432,0.9976905311778291
47316,305,0,0,0,0,0,0,0,111,0,2,150,35,0,0,0,1,6,0,0,0,305,1.0
47317,252,0,0,0,2,0,0,0,145,0,0,78,25,0,0,1,1,0,0,0,0,249,0.9880952380952381
47318,507,48,0,0,18,0,4,0,100,0,90,112,40,90,1,0,0,1,0,3,0,484,0.9546351084812623
47319,63,0,0,0,0,0,0,0,44,0,0,12,7,0,0,0,0,0,0,0,0,63,1.0
47320,214,3,0,0,1,0,2,0,123,0,4,51,14,14,0,0,0,2,0,0,0,211,0.985981308411215
